a	b	containment	matched_a	matched_b	units_a	units_b
brahmandapurana_khanda-3_u	vayupurana_07_shraddha-kalpa_iast	0.00140	2	2	6367	1424
devibhagavatapurana	vayupurana_07_shraddha-kalpa_iast	0.00140	2	2	28831	1424
mahabharata_06-bhismaparvan	vayupurana_07_shraddha-kalpa_iast	0.00140	2	2	7923	1424
naradapurana_khanda-1_u	vayupurana_07_shraddha-kalpa_iast	0.00140	2	2	19022	1424
nilamatapurana_au	vayupurana_07_shraddha-kalpa_iast	0.00140	2	2	2100	1424
vamanapurana_saromahatmya_u	vayupurana_07_shraddha-kalpa_iast	0.00140	2	2	1672	1424
vayupurana_04_bhuvana-vinyasa_iast	vayupurana_07_shraddha-kalpa_iast	0.00140	2	2	1646	1424
vayupurana_05_jyotis-and-purvardha-close_iast	vayupurana_07_shraddha-kalpa_iast	0.00140	2	2	2037	1424
vayupurana_07_shraddha-kalpa_iast	vayupurana_revakhanda	0.00140	2	2	1424	10332
mahabharata_05-udyogaparvan	ramayana_04-kiskindhakanda	0.00140	4	4	8791	2856
mahabharata_07-dronaparvan	ramayana_04-kiskindhakanda	0.00140	4	3	11774	2856
ramayana_04-kiskindhakanda	ramayana_07-uttarakanda	0.00140	4	4	2856	3777
ramayana_04-kiskindhakanda	visnudharma_pu	0.00140	4	4	2856	6061
devibhagavatapurana	mahabharata_06-bhismaparvan	0.00139	11	9	28831	7923
mahabharata_01-adiparvan	mahabharata_06-bhismaparvan	0.00139	11	10	10506	7923
bhavisyapurana	ramayana_06-yuddhakanda	0.00139	9	9	39479	6491
kurmapurana_khanda-2_u	naradapurana_khanda-2_u	0.00138	5	5	3965	3616
mahabharata_01-adiparvan	sivapurana_vayaviyasamhita_au	0.00138	8	8	10506	5811
mahabharata_13-anusasanaparvan	sivapurana_vayaviyasamhita_au	0.00138	8	7	9240	5811
brahmandapurana	devibhagavatapurana_devigita_adhyaya-31-40	0.00137	1	1	18962	728
brahmandapurana_khanda-3_u	devibhagavatapurana_devigita_adhyaya-31-40	0.00137	1	1	6367	728
brahmapurana_pu	devibhagavatapurana_devigita_adhyaya-31-40	0.00137	1	1	20147	728
devibhagavatapurana_devigita_adhyaya-31-40	kurmapurana_khanda-2_u	0.00137	1	1	728	3965
devibhagavatapurana_devigita_adhyaya-31-40	mahabharata_12-santiparvan	0.00137	1	1	728	17549
devibhagavatapurana_devigita_adhyaya-31-40	nrsimhapurana_pu	0.00137	1	1	728	5197
devibhagavatapurana_devigita_adhyaya-31-40	saurapurana	0.00137	1	1	728	5067
devibhagavatapurana_devigita_adhyaya-31-40	sivapurana_dharmasamhita	0.00137	1	1	728	7078
devibhagavatapurana_devigita_adhyaya-31-40	skandamahapurana_himavatkhanda	0.00137	1	1	728	3209
devibhagavatapurana_devigita_adhyaya-31-40	skandamahapurana_sutasamhita_khanda-4	0.00137	1	1	728	2245
brahmandapurana	sivapurana_satarudrasamhita_au	0.00136	2	2	18962	1470
brahmandapurana_khanda-1_u	sivapurana_satarudrasamhita_au	0.00136	2	2	5558	1470
devipurana	sivapurana_satarudrasamhita_au	0.00136	2	2	6526	1470
kalikapurana	sivapurana_satarudrasamhita_au	0.00136	2	2	12508	1470
markandeyapurana_adhyaya-1-93_u	sivapurana_satarudrasamhita_au	0.00136	2	2	6627	1470
markandeyapurana_adhyaya-1-93_u	skandamahapurana_revakhanda	0.00136	9	9	6627	9473
agnipurana_u	skandapurana	0.00136	15	19	15548	14008
mahabharata_03-aranyakaparvan	visnupurana_u	0.00135	10	10	14972	7383
mahabharata_06-bhismaparvan	visnupurana_u	0.00135	10	9	7923	7383
sivapurana_rudrasamhita	visnupurana_u	0.00135	10	10	14705	7383
garudapurana_khanda-2_u	skandamahapurana_sutasamhita_khanda-4	0.00134	3	3	4002	2245
kurmapurana_khanda-1_u	skandamahapurana_sutasamhita_khanda-4	0.00134	3	3	4907	2245
mahabharata_06-bhismaparvan	skandamahapurana_sutasamhita_khanda-4	0.00134	3	3	7923	2245
skandamahapurana_kasikhanda	skandamahapurana_sutasamhita_khanda-4	0.00134	3	3	18539	2245
skandamahapurana_sutasamhita_khanda-4	vayupurana	0.00134	3	3	2245	15778
agnipurana_u	mahabharata_03-aranyakaparvan	0.00134	19	20	15548	14972
bhagavatapurana_skandha-10_u	bhavisyapurana	0.00133	8	8	5997	39479
brahmandapurana_khanda-3_u	mahabharata_14-asvamedhikaparvan	0.00133	4	5	6367	3764
devibhagavatapurana	mahabharata_14-asvamedhikaparvan	0.00133	4	5	28831	3764
garudapurana_khanda-2_u	mahabharata_14-asvamedhikaparvan	0.00133	3	5	4002	3764
kurmapurana_khanda-2_u	mahabharata_14-asvamedhikaparvan	0.00133	4	5	3965	3764
brahmandapurana	sivapurana_vidyesvarasamhita_au	0.00133	3	3	18962	2259
matsyapurana_adhyaya-1-176_pu	sivapurana_vidyesvarasamhita_au	0.00133	3	3	12151	2259
nrsimhapurana_pu	sivapurana_vidyesvarasamhita_au	0.00133	3	3	5197	2259
sivapurana_vidyesvarasamhita_au	skandapurana	0.00133	3	3	2259	14008
sivapurana_vidyesvarasamhita_au	visnudharma_pu	0.00133	2	3	2259	6061
ramayana_07-uttarakanda	vayupurana_revakhanda	0.00132	5	5	3777	10332
bhavisyapurana	garudapurana_khanda-3_u	0.00132	4	4	39479	3026
matsyapurana_adhyaya-1-176_pu	skandapurana	0.00132	16	15	12151	14008
bhavisyapurana	skandapurana_adhyaya-1-31_pu	0.00131	3	3	39479	2282
ramayana_03-aranyakanda_a	skandapurana_adhyaya-1-31_pu	0.00131	3	2	3241	2282
skandapurana_adhyaya-1-31_pu	visnudharma_pu	0.00131	3	3	2282	6061
mahabharata_13-anusasanaparvan	naradapurana_khanda-1_u	0.00130	12	12	9240	19022
kurmapurana_khanda-2_u	sivapurana_rudrasamhita	0.00126	5	4	3965	14705
brahmandapurana_khanda-2_u	brahmandapurana_khanda-3_u	0.00126	8	8	8444	6367
brahmandapurana_khanda-3_u	mahabharata_01-adiparvan	0.00126	7	8	6367	10506
brahmandapurana	mahabharata_15-asramavasikaparvan	0.00125	2	1	18962	1594
brahmandapurana_khanda-2_u	mahabharata_15-asramavasikaparvan	0.00125	2	1	8444	1594
kalikapurana	mahabharata_15-asramavasikaparvan	0.00125	2	2	12508	1594
mahabharata_09-salyaparvan	mahabharata_15-asramavasikaparvan	0.00125	2	2	4933	1594
mahabharata_15-asramavasikaparvan	matsyapurana_adhyaya-1-176_pu	0.00125	2	2	1594	12151
mahabharata_15-asramavasikaparvan	padmapurana_a	0.00125	2	2	1594	69897
mahabharata_15-asramavasikaparvan	ramayana_01-balakanda	0.00125	2	2	1594	2746
mahabharata_15-asramavasikaparvan	ramayana_07-uttarakanda	0.00125	2	2	1594	3777
mahabharata_15-asramavasikaparvan	vayupurana_revakhanda	0.00125	2	2	1594	10332
mahabharata_15-asramavasikaparvan	visnudharma_pu	0.00125	2	2	1594	6061
mahabharata_05-udyogaparvan	vayupurana	0.00125	9	11	8791	15778
brahmandapurana_khanda-1_u	garudapurana_khanda-2_u	0.00125	5	5	5558	4002
garudapurana_khanda-2_u	vamanapurana_u	0.00125	5	5	4002	6598
brahmandapurana_khanda-1_u	skandamahapurana_himavatkhanda	0.00125	4	4	5558	3209
kurmapurana_khanda-2_u	skandamahapurana_himavatkhanda	0.00125	4	3	3965	3209
matsyapurana_adhyaya-1-176_pu	skandamahapurana_himavatkhanda	0.00125	4	4	12151	3209
naradapurana_khanda-1_u	skandamahapurana_himavatkhanda	0.00125	4	3	19022	3209
sivapurana_rudrasamhita	skandamahapurana_himavatkhanda	0.00125	3	4	14705	3209
skandamahapurana_himavatkhanda	skandamahapurana_kasikhanda	0.00125	4	4	3209	18539
brahmandapurana_khanda-1_u	ramayana_03-aranyakanda_a	0.00123	2	4	5558	3241
devibhagavatapurana	ramayana_03-aranyakanda_a	0.00123	4	4	28831	3241
mahabharata_07-dronaparvan	ramayana_03-aranyakanda_a	0.00123	4	2	11774	3241
ramayana_03-aranyakanda_a	skandamahapurana_revakhanda	0.00123	4	4	3241	9473
ramayana_06-yuddhakanda	skandamahapurana_revakhanda	0.00123	6	8	6491	9473
ramayana_06-yuddhakanda	vayupurana	0.00123	7	8	6491	15778
sivapurana_rudrasamhita	vayu_ba	0.00123	12	12	14705	9763
mahabharata_01-adiparvan	mahabharata_08-karnaparvan	0.00123	7	6	10506	5713
mahabharata_13-anusasanaparvan	visnupurana_u	0.00122	9	9	9240	7383
brahmandapurana_khanda-2_u	vayupurana_04_bhuvana-vinyasa_iast	0.00122	2	2	8444	1646
devipurana	vayupurana_04_bhuvana-vinyasa_iast	0.00122	2	2	6526	1646
kurmapurana_khanda-2_u	vayupurana_04_bhuvana-vinyasa_iast	0.00122	2	1	3965	1646
mahabharata_01-adiparvan	vayupurana_04_bhuvana-vinyasa_iast	0.00122	2	2	10506	1646
ramayana_03-aranyakanda_a	vayupurana_04_bhuvana-vinyasa_iast	0.00122	2	2	3241	1646
sivapurana_rudrasamhita	vayupurana_04_bhuvana-vinyasa_iast	0.00122	1	2	14705	1646
vamanapurana_saromahatmya_u	vayupurana_04_bhuvana-vinyasa_iast	0.00122	2	2	1672	1646
vayupurana_04_bhuvana-vinyasa_iast	vayupurana_06_prthu-and-prajapati-lineages_iast	0.00122	2	2	1646	1977
vayupurana_04_bhuvana-vinyasa_iast	visnudharma_pu	0.00122	2	2	1646	6061
brahmandapurana_khanda-3_u	sivapurana_vayaviyasamhita_au	0.00120	7	7	6367	5811
kalikapurana	sivapurana_vayaviyasamhita_au	0.00120	7	5	12508	5811
mahabharata_03-aranyakaparvan	sivapurana_vayaviyasamhita_au	0.00120	7	7	14972	5811
mahabharata_06-bhismaparvan	sivapurana_vayaviyasamhita_au	0.00120	7	7	7923	5811
bhagavatapurana_skandha-10_u	vamanapurana_saromahatmya_u	0.00120	2	1	5997	1672
brahmandapurana_khanda-3_u	vamanapurana_saromahatmya_u	0.00120	2	2	6367	1672
mahabharata_01-adiparvan	vamanapurana_saromahatmya_u	0.00120	2	2	10506	1672
nilamatapurana_au	vamanapurana_saromahatmya_u	0.00120	2	2	2100	1672
sivapurana_rudrasamhita	vamanapurana_saromahatmya_u	0.00120	2	2	14705	1672
sivapurana_vidyesvarasamhita_au	vamanapurana_saromahatmya_u	0.00120	2	2	2259	1672
vamanapurana_saromahatmya_u	vayupurana_06_prthu-and-prajapati-lineages_iast	0.00120	2	2	1672	1977
brahmandapurana	lingapurana_khanda-2_u	0.00119	4	4	18962	3353
bhavisyapurana	mahabharata_07-dronaparvan	0.00119	14	14	39479	11774
bhagavatapurana_skandha-01_u	bhagavatapurana_skandha-12_u	0.00119	1	1	1113	842
bhagavatapurana_skandha-03_u	bhagavatapurana_skandha-12_u	0.00119	1	1	1983	842
bhagavatapurana_skandha-08_u	bhagavatapurana_skandha-12_u	0.00119	1	1	1285	842
bhagavatapurana_skandha-09_u	bhagavatapurana_skandha-12_u	0.00119	1	1	1376	842
bhagavatapurana_skandha-11_u	bhagavatapurana_skandha-12_u	0.00119	1	1	1911	842
bhagavatapurana_skandha-12_u	bhavisyapurana	0.00119	1	1	842	39479
bhagavatapurana_skandha-12_u	brahmandapurana_khanda-3_u	0.00119	1	1	842	6367
bhagavatapurana_skandha-12_u	garudapurana_khanda-2_u	0.00119	1	1	842	4002
bhagavatapurana_skandha-12_u	kurmapurana_khanda-1_u	0.00119	1	1	842	4907
bhagavatapurana_skandha-12_u	mahabharata_03-aranyakaparvan	0.00119	1	1	842	14972
bhagavatapurana_skandha-12_u	markandeyapurana_adhyaya-1-93_u	0.00119	1	1	842	6627
bhagavatapurana_skandha-12_u	nrsimhapurana_pu	0.00119	1	1	842	5197
bhagavatapurana_skandha-12_u	sivapurana_dharmasamhita	0.00119	1	1	842	7078
bhagavatapurana_skandha-12_u	vayupurana_01_frame-and-cosmogony_iast	0.00119	1	1	842	1381
bhagavatapurana_skandha-12_u	vayupurana_04_bhuvana-vinyasa_iast	0.00119	1	1	842	1646
bhagavatapurana_skandha-12_u	vayupurana_05_jyotis-and-purvardha-close_iast	0.00119	1	1	842	2037
bhagavatapurana_skandha-12_u	visnudharma_pu	0.00119	1	1	842	6061
brahmandapurana_khanda-2_u	saurapurana	0.00118	5	6	8444	5067
bhagavatapurana_skandha-10_u	naradapurana_khanda-1_u	0.00117	7	5	5997	19022
mahabharata_01-adiparvan	skandamahapurana_revakhanda	0.00116	8	11	10506	9473
mahabharata_01-adiparvan	visnudharma_pu	0.00115	7	7	10506	6061
sivapurana_rudrasamhita	visnudharma_pu	0.00115	6	7	14705	6061
skandamahapurana_kasikhanda	visnudharma_pu	0.00115	6	7	18539	6061
mahabharata_01-adiparvan	nrsimhapurana_pu	0.00115	6	6	10506	5197
garudapurana_khanda-1_u	kalikapurana	0.00115	9	13	11277	12508
mahabharata_05-udyogaparvan	vayu_ba	0.00114	8	10	8791	9763
mahabharata_02-sabhaparvan	mahabharata_08-karnaparvan	0.00113	4	4	3548	5713
mahabharata_02-sabhaparvan	skandapurana	0.00113	3	4	3548	14008
kalikapurana	vayupurana	0.00112	7	14	12508	15778
lingapurana_khanda-1_u	mahabharata_03-aranyakaparvan	0.00111	11	10	9897	14972
naradapurana_khanda-2_u	visnudharma_pu	0.00111	4	4	3616	6061
naradapurana_khanda-2_u	visnupurana_u	0.00111	4	4	3616	7383
brahmandapurana_khanda-3_u	lingapurana_khanda-1_u	0.00110	7	7	6367	9897
brahmandapurana_khanda-3_u	mahabharata_03-aranyakaparvan	0.00110	6	7	6367	14972
bhagavatapurana_skandha-10_u	vayupurana_10_gaya-mahatmya_iast	0.00110	1	1	5997	910
bhagavatapurana_skandha-11_u	vayupurana_10_gaya-mahatmya_iast	0.00110	1	1	1911	910
brahmandapurana_khanda-1_u	vayupurana_10_gaya-mahatmya_iast	0.00110	1	1	5558	910
devibhagavatapurana	vayupurana_10_gaya-mahatmya_iast	0.00110	1	1	28831	910
devipurana	vayupurana_10_gaya-mahatmya_iast	0.00110	1	1	6526	910
kurmapurana_khanda-1_u	vayupurana_10_gaya-mahatmya_iast	0.00110	1	1	4907	910
lingapurana_khanda-2_u	vayupurana_10_gaya-mahatmya_iast	0.00110	1	1	3353	910
mahabharata_13-anusasanaparvan	vayupurana_10_gaya-mahatmya_iast	0.00110	1	1	9240	910
naradapurana_khanda-2_u	vayupurana_10_gaya-mahatmya_iast	0.00110	1	1	3616	910
saurapurana	vayupurana_10_gaya-mahatmya_iast	0.00110	1	1	5067	910
sivapurana_dharmasamhita	vayupurana_10_gaya-mahatmya_iast	0.00110	1	1	7078	910
sivapurana_vayaviyasamhita_au	vayupurana_10_gaya-mahatmya_iast	0.00110	1	1	5811	910
skandamahapurana_revakhanda	vayupurana_10_gaya-mahatmya_iast	0.00110	1	1	9473	910
vamanapurana_u	vayupurana_10_gaya-mahatmya_iast	0.00110	1	1	6598	910
vayupurana_10_gaya-mahatmya_iast	visnudharma_pu	0.00110	1	1	910	6061
brahmapurana_pu	ramayana_05-sundarakanda	0.00109	4	4	20147	3659
devibhagavatapurana	ramayana_05-sundarakanda	0.00109	4	3	28831	3659
ramayana_02-ayodhyakanda_a	ramayana_05-sundarakanda	0.00109	3	4	4574	3659
ramayana_05-sundarakanda	sivapurana_rudrasamhita	0.00109	4	4	3659	14705
ramayana_05-sundarakanda	skandapurana	0.00109	3	4	3659	14008
nrsimhapurana_pu	ramayana_02-ayodhyakanda_a	0.00109	5	5	5197	4574
agnipurana_u	ramayana_01-balakanda	0.00109	3	3	15548	2746
mahabharata_13-anusasanaparvan	ramayana_01-balakanda	0.00109	3	2	9240	2746
mahabharata_04-virataparvan	mahabharata_09-salyaparvan	0.00108	3	3	2768	4933
lingapurana_khanda-1_u	ramayana_06-yuddhakanda	0.00108	7	6	9897	6491
ramayana_06-yuddhakanda	skandapurana	0.00108	7	7	6491	14008
ramayana_06-yuddhakanda	vayu_ba	0.00108	7	7	6491	9763
brahmandapurana_khanda-3_u	vayupurana_08_manu-candra-vishnu-vamsha_iast	0.00108	3	3	6367	2789
mahabharata_05-udyogaparvan	vayupurana_08_manu-candra-vishnu-vamsha_iast	0.00108	3	3	8791	2789
vayupurana_08_manu-candra-vishnu-vamsha_iast	visnudharma_pu	0.00108	2	3	2789	6061
mahabharata_01-adiparvan	mahabharata_14-asvamedhikaparvan	0.00106	4	4	10506	3764
mahabharata_09-salyaparvan	mahabharata_14-asvamedhikaparvan	0.00106	3	4	4933	3764
mahabharata_14-asvamedhikaparvan	saurapurana	0.00106	4	4	3764	5067
garudapurana_khanda-1_u	ramayana_07-uttarakanda	0.00106	4	4	11277	3777
kalikapurana	ramayana_07-uttarakanda	0.00106	4	3	12508	3777
mahabharata_06-bhismaparvan	ramayana_07-uttarakanda	0.00106	3	4	7923	3777
naradapurana_khanda-1_u	ramayana_07-uttarakanda	0.00106	4	3	19022	3777
bhagavatapurana_skandha-03_u	vayupurana_03_kalpas-and-shiva-lineages_iast	0.00105	1	2	1983	1899
kalikapurana	vayupurana_03_kalpas-and-shiva-lineages_iast	0.00105	2	2	12508	1899
mahabharata_01-adiparvan	vayupurana_03_kalpas-and-shiva-lineages_iast	0.00105	1	2	10506	1899
mahabharata_08-karnaparvan	vayupurana_03_kalpas-and-shiva-lineages_iast	0.00105	2	2	5713	1899
vamanapurana_u	vayupurana_03_kalpas-and-shiva-lineages_iast	0.00105	2	2	6598	1899
mahabharata_12-santiparvan	ramayana_04-kiskindhakanda	0.00105	3	2	17549	2856
ramayana_04-kiskindhakanda	sivapurana_rudrasamhita	0.00105	3	3	2856	14705
ramayana_04-kiskindhakanda	vamanapurana_u	0.00105	3	3	2856	6598
bhagavatapurana_skandha-11_u	devibhagavatapurana	0.00105	2	2	1911	28831
bhagavatapurana_skandha-11_u	garudapurana_khanda-1_u	0.00105	2	2	1911	11277
bhagavatapurana_skandha-11_u	kurmapurana_khanda-2_u	0.00105	2	2	1911	3965
bhagavatapurana_skandha-11_u	lingapurana_khanda-1_u	0.00105	2	2	1911	9897
bhagavatapurana_skandha-11_u	mahabharata_14-asvamedhikaparvan	0.00105	2	2	1911	3764
bhagavatapurana_skandha-11_u	ramayana_06-yuddhakanda	0.00105	2	1	1911	6491
bhagavatapurana_skandha-11_u	skandamahapurana_kasikhanda	0.00105	2	2	1911	18539
bhagavatapurana_skandha-11_u	skandapurana	0.00105	2	2	1911	14008
bhagavatapurana_skandha-11_u	vayu_ba	0.00105	2	2	1911	9763
bhagavatapurana_skandha-11_u	vayupurana_05_jyotis-and-purvardha-close_iast	0.00105	2	2	1911	2037
brahmandapurana_khanda-2_u	sivapurana_vayaviyasamhita_au	0.00103	6	6	8444	5811
mahabharata_01-adiparvan	sivapurana_sanatkumarasamhita	0.00103	4	5	10506	4856
ramayana_06-yuddhakanda	sivapurana_sanatkumarasamhita	0.00103	4	5	6491	4856
mahabharata_05-udyogaparvan	vayupurana_revakhanda	0.00102	9	9	8791	10332
brahmapurana_pu	sivapurana_rudrasamhita	0.00102	15	10	20147	14705
sivapurana_rudrasamhita	vayupurana	0.00102	13	15	14705	15778
mahabharata_07-dronaparvan	skandapurana	0.00102	12	12	11774	14008
mahabharata_07-dronaparvan	vayupurana	0.00102	12	11	11774	15778
devipurana	sivapurana_umasamhita	0.00101	4	4	6526	3946
sivapurana_umasamhita	vamanapurana_u	0.00101	4	4	3946	6598
brahmandapurana_khanda-1_u	mahabharata_09-salyaparvan	0.00101	4	5	5558	4933
bhagavatapurana_skandha-04_u	bhavisyapurana	0.00101	2	2	1975	39479
bhagavatapurana_skandha-04_u	kurmapurana_khanda-1_u	0.00101	2	2	1975	4907
bhagavatapurana_skandha-04_u	mahabharata_06-bhismaparvan	0.00101	1	2	1975	7923
bhagavatapurana_skandha-04_u	ramayana_01-balakanda	0.00101	2	2	1975	2746
mahabharata_05-udyogaparvan	vayupurana_06_prthu-and-prajapati-lineages_iast	0.00101	2	2	8791	1977
mahabharata_09-salyaparvan	vayupurana_06_prthu-and-prajapati-lineages_iast	0.00101	2	2	4933	1977
sivapurana_sanatkumarasamhita	vayupurana_06_prthu-and-prajapati-lineages_iast	0.00101	2	1	4856	1977
sivapurana_vidyesvarasamhita_au	vayupurana_06_prthu-and-prajapati-lineages_iast	0.00101	2	2	2259	1977
mahabharata_06-bhismaparvan	naradapurana_khanda-1_u	0.00101	6	8	7923	19022
mahabharata_06-bhismaparvan	skandamahapurana_revakhanda	0.00101	8	8	7923	9473
bhagavatapurana_skandha-03_u	bhavisyapurana	0.00101	2	2	1983	39479
bhagavatapurana_skandha-03_u	brahmandapurana	0.00101	1	2	1983	18962
bhagavatapurana_skandha-03_u	brahmandapurana_khanda-1_u	0.00101	1	2	1983	5558
bhagavatapurana_skandha-03_u	devipurana	0.00101	2	2	1983	6526
bhagavatapurana_skandha-03_u	garudapurana_khanda-2_u	0.00101	2	2	1983	4002
bhagavatapurana_skandha-03_u	kurmapurana_khanda-1_u	0.00101	2	2	1983	4907
bhagavatapurana_skandha-03_u	mahabharata_12-santiparvan	0.00101	2	2	1983	17549
bhagavatapurana_skandha-03_u	naradapurana_khanda-1_u	0.00101	2	2	1983	19022
bhagavatapurana_skandha-03_u	nrsimhapurana_pu	0.00101	2	2	1983	5197
bhagavatapurana_skandha-03_u	sivapurana_rudrasamhita	0.00101	2	2	1983	14705
bhagavatapurana_skandha-03_u	sivapurana_sanatkumarasamhita	0.00101	2	2	1983	4856
bhagavatapurana_skandha-03_u	skandamahapurana_kasikhanda	0.00101	2	2	1983	18539
bhagavatapurana_skandha-03_u	skandapurana	0.00101	2	2	1983	14008
bhagavatapurana_skandha-03_u	visnudharma_pu	0.00101	2	2	1983	6061
garudapurana_khanda-2_u	lingapurana_khanda-1_u	0.00100	4	4	4002	9897
garudapurana_khanda-2_u	sivapurana_rudrasamhita	0.00100	4	3	4002	14705
garudapurana_khanda-2_u	sivapurana_sanatkumarasamhita	0.00100	4	4	4002	4856
garudapurana_khanda-1_u	garudapurana_khanda-3_u	0.00099	3	1	11277	3026
garudapurana_khanda-3_u	sivapurana_umasamhita	0.00099	3	3	3026	3946
garudapurana_khanda-3_u	visnupurana_u	0.00099	2	3	3026	7383
mahabharata_06-bhismaparvan	saurapurana	0.00099	5	5	7923	5067
mahabharata_05-udyogaparvan	vayupurana_05_jyotis-and-purvardha-close_iast	0.00098	2	2	8791	2037
mahabharata_13-anusasanaparvan	vayupurana_05_jyotis-and-purvardha-close_iast	0.00098	2	2	9240	2037
ramayana_06-yuddhakanda	vayupurana_05_jyotis-and-purvardha-close_iast	0.00098	2	2	6491	2037
ramayana_07-uttarakanda	vayupurana_05_jyotis-and-purvardha-close_iast	0.00098	2	2	3777	2037
skandamahapurana_revakhanda	vayupurana_05_jyotis-and-purvardha-close_iast	0.00098	2	2	9473	2037
bhagavatapurana_skandha-03_u	bhagavatapurana_skandha-07_u	0.00098	1	1	1983	1024
bhagavatapurana_skandha-07_u	mahabharata_02-sabhaparvan	0.00098	1	1	1024	3548
bhagavatapurana_skandha-07_u	mahabharata_03-aranyakaparvan	0.00098	1	1	1024	14972
bhagavatapurana_skandha-07_u	mahabharata_05-udyogaparvan	0.00098	1	1	1024	8791
bhagavatapurana_skandha-07_u	mahabharata_12-santiparvan	0.00098	1	1	1024	17549
bhagavatapurana_skandha-07_u	mahabharata_13-anusasanaparvan	0.00098	1	1	1024	9240
bhagavatapurana_skandha-07_u	mahabharata_14-asvamedhikaparvan	0.00098	1	1	1024	3764
bhagavatapurana_skandha-07_u	matsyapurana_adhyaya-1-176_pu	0.00098	1	1	1024	12151
bhagavatapurana_skandha-07_u	nrsimhapurana_pu	0.00098	1	1	1024	5197
bhagavatapurana_skandha-07_u	sivapurana_sanatkumarasamhita	0.00098	1	1	1024	4856
bhagavatapurana_skandha-07_u	skandapurana	0.00098	1	1	1024	14008
bhagavatapurana_skandha-07_u	vayu_ba	0.00098	1	1	1024	9763
bhagavatapurana_skandha-07_u	vayupurana	0.00098	1	1	1024	15778
bhagavatapurana_skandha-07_u	vayupurana_05_jyotis-and-purvardha-close_iast	0.00098	1	1	1024	2037
bhagavatapurana_skandha-07_u	visnudharma_pu	0.00098	1	1	1024	6061
kalikapurana	vayupurana_revakhanda	0.00097	10	7	12508	10332
mahabharata_07-dronaparvan	vayupurana_revakhanda	0.00097	10	10	11774	10332
devibhagavatapurana	nilamatapurana_au	0.00095	2	2	28831	2100
garudapurana_khanda-2_u	nilamatapurana_au	0.00095	2	2	4002	2100
mahabharata_05-udyogaparvan	nilamatapurana_au	0.00095	2	1	8791	2100
mahabharata_06-bhismaparvan	nilamatapurana_au	0.00095	2	2	7923	2100
mahabharata_09-salyaparvan	nilamatapurana_au	0.00095	2	2	4933	2100
mahabharata_14-asvamedhikaparvan	nilamatapurana_au	0.00095	2	1	3764	2100
nilamatapurana_au	sivapurana_sanatkumarasamhita	0.00095	2	2	2100	4856
nilamatapurana_au	sivapurana_vayaviyasamhita_au	0.00095	2	2	2100	5811
nilamatapurana_au	sivapurana_vidyesvarasamhita_au	0.00095	2	2	2100	2259
nilamatapurana_au	skandapurana	0.00095	2	2	2100	14008
naradapurana_khanda-1_u	sivapurana_rudrasamhita	0.00095	14	13	19022	14705
agnipurana_u	mahabharata_01-adiparvan	0.00095	10	8	15548	10506
sivapurana_rudrasamhita	skandamahapurana_revakhanda	0.00095	9	8	14705	9473
brahmandapurana_khanda-2_u	sivapurana_rudrasamhita	0.00095	7	8	8444	14705
brahmandapurana_khanda-3_u	devipurana	0.00094	6	5	6367	6526
brahmandapurana_khanda-3_u	mahabharata_13-anusasanaparvan	0.00094	5	6	6367	9240
brahmandapurana_khanda-3_u	skandamahapurana_revakhanda	0.00094	5	6	6367	9473
mahabharata_07-dronaparvan	skandamahapurana_himavatkhanda	0.00093	3	1	11774	3209
nrsimhapurana_pu	skandamahapurana_himavatkhanda	0.00093	3	3	5197	3209
saurapurana	skandamahapurana_himavatkhanda	0.00093	3	3	5067	3209
brahmapurana_pu	mahabharata_07-dronaparvan	0.00093	8	11	20147	11774
